Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"International Business Management","Springer Texts in Business and Economics","","","","10.1007/978-3-319-96622-9","Kamal FatehiJeongho Choi","2019","http://link.springer.com/book/10.1007/978-3-319-96622-9","Book"
"The Role of Digital Technologies in Shaping the Post-Pandemic World","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15342-6","Savvas PapagiannidisEleftherios AlamanosSuraksha GuptaPh.D. Yogesh K. DwivediMatti MäntymäkiDr. Ilias O. Pappas","2022","http://link.springer.com/book/10.1007/978-3-031-15342-6","Book"
"Communication, Smart Technologies and Innovation for Society","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-4126-8","Prof. Álvaro RochaProf. Paulo Carlos López-LópezJuan Pablo Salgado-Guerrero","2022","http://link.springer.com/book/10.1007/978-981-16-4126-8","Book"
"Computer Safety, Reliability, and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-030-83903-1","Dr. Ibrahim HabliMark SujanFriedemann Bitsch","2021","http://link.springer.com/book/10.1007/978-3-030-83903-1","Book"
"A Microservice Architecture for Access Control Based on Long-Distance Facial Recognition","Gerontechnology","","","","10.1007/978-3-030-41494-8_22","Javier RojoJuan Luis HerreraEnrique MoguelJuan Hernández","2020","http://link.springer.com/chapter/10.1007/978-3-030-41494-8_22","Chapter"
"Anatomy of a Microservice","Designing Microservices with Django","","","","10.1007/978-1-4842-5358-8_3","Akos Hochrein","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5358-8_3","Chapter"
"Modern Web Integration Patterns","Modern Web Performance Optimization","","","","10.1007/978-1-4842-6528-4_12","Shailesh Kumar Shivakumar","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6528-4_12","Chapter"
"Distributed Applications and Interoperable Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78198-9","Miguel MatosFabíola Greve","2021","http://link.springer.com/book/10.1007/978-3-030-78198-9","Book"
"Advances in Deep Learning, Artificial Intelligence and Robotics","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-85365-5","Prof. Luigi TroianoProf. Alfredo VaccaroProf. Roberto TagliaferriNishtha KesswaniProf. Irene Díaz RodriguezImene BriguiProf. Domenico Parente","2022","http://link.springer.com/book/10.1007/978-3-030-85365-5","Book"
"Information and Communication Technology for Competitive Strategies (ICTCS 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-0095-2","Dr. Amit JoshiDr. Mufti MahmudDr. Roshan G. Ragel","2023","http://link.springer.com/book/10.1007/978-981-19-0095-2","Book"
"Intelligent and Fuzzy Techniques for Emerging Conditions and Digital Transformation","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-85626-7","Prof. Cengiz KahramanProf. Selcuk CebiProf. Sezi Cevik OnarDr. Basar OztaysiDr. A. Cagri TolgaDr. Irem Ucal Sari","2022","http://link.springer.com/book/10.1007/978-3-030-85626-7","Book"
"Advanced Network Technologies and Intelligent Computing","Communications in Computer and Information Science","","","","10.1007/978-3-030-96040-7","Isaac WoungangSanjay Kumar DhurandherKiran Kumar PattanaikProf. Dr. Anshul VermaPradeepika Verma","2022","http://link.springer.com/book/10.1007/978-3-030-96040-7","Book"
"Big-Data-Analytics in Astronomy, Science, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-96600-3","Shelly SachdevaYutaka WatanobeProf. Subhash Bhalla","2022","http://link.springer.com/book/10.1007/978-3-030-96600-3","Book"
"Product Lifecycle Management Enabling Smart X","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-62807-9","Prof. Dr. Felix NyffeneggerJosé RíosLouis RivestProf. Dr. Abdelaziz Bouras","2020","http://link.springer.com/book/10.1007/978-3-030-62807-9","Book"
"Essential Computer Science","","","","","10.1007/978-1-4842-7107-0","Paul D. CrutcherNeeraj Kumar SinghPeter Tiegs","2021","http://link.springer.com/book/10.1007/978-1-4842-7107-0","Book"
"Business Modeling and Software Design","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79976-2","Dr. Boris Shishkov","2021","http://link.springer.com/book/10.1007/978-3-030-79976-2","Book"
"Systems  Engineering and Artificial Intelligence","","","","","10.1007/978-3-030-77283-3","William F. LawlessRanjeev MittuDonald A. SofgeThomas ShortellThomas A. McDermott","2021","http://link.springer.com/book/10.1007/978-3-030-77283-3","Book"
"Agile Processes in Software Engineering and Extreme Programming","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-08169-9","Dr. Viktoria StrayDr. Klaas-Jan StolDr. Maria PaasivaaraDr. Philippe Kruchten","2022","http://link.springer.com/book/10.1007/978-3-031-08169-9","Book"
"Agile Infrastructure for Cloud-Based Environments: A Review","Information and Software Technologies","","","","10.1007/978-3-030-88304-1_1","Guillermo RodríguezFabio G. RochaDawitt BarbaraIgor M. AzevedoPablo M. MenezesSanjay Misra","2021","http://link.springer.com/chapter/10.1007/978-3-030-88304-1_1","Chapter"
"Automation of the Incremental Integration of Microservices Architectures","Complexity in Information Systems Development","","","","10.1007/978-3-319-52593-8_4","Miguel Zúñiga-PrietoEmilio InsfranSilvia AbrahãoCarlos Cano-Genoves","2017","http://link.springer.com/chapter/10.1007/978-3-319-52593-8_4","Chapter"
"Systematic Cloud Migration","","","","","10.1007/978-1-4842-7252-7","Taras Gleb","2021","http://link.springer.com/book/10.1007/978-1-4842-7252-7","Book"
"Microservices Science and Engineering","Proceedings of 5th International Conference in Software Engineering for Defence Applications","","","","10.1007/978-3-319-70578-1_2","Manuel MazzaraKevin KhandaRuslan MustafinVictor RiveraLarisa SafinaAlberto Sillitti","2018","http://link.springer.com/chapter/10.1007/978-3-319-70578-1_2","Chapter"
"Proceedings of the International Conference on Information Technology & Systems (ICITS 2018)","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-73450-7","Álvaro RochaTeresa Guarda","2018","http://link.springer.com/book/10.1007/978-3-319-73450-7","Book"
"Proceedings of International Conference on Information Technology and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-7618-5","Abrar UllahSajid AnwarÁlvaro RochaSteve Gill","2022","http://link.springer.com/book/10.1007/978-981-16-7618-5","Book"
"Microservices with Quarkus","Beginning Quarkus Framework","","","","10.1007/978-1-4842-6032-6_3","Tayo Koleoso","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6032-6_3","Chapter"
"Building Machine Learning and Deep Learning Models on Google Cloud Platform","","","","","10.1007/978-1-4842-4470-8","Ekaba Bisong","2019","http://link.springer.com/book/10.1007/978-1-4842-4470-8","Book"
"Hands-On Guide to AgileOps","","","","","10.1007/978-1-4842-7505-4","Navin SabharwalRaminder RathoreUdita Agrawal","2022","http://link.springer.com/book/10.1007/978-1-4842-7505-4","Book"
"Inventive Communication and Computational Technologies","Lecture Notes in Networks and Systems","","","","10.1007/978-981-15-0146-3","Prof. G. RanganathanDr. Joy ChenProf. Álvaro Rocha","2020","http://link.springer.com/book/10.1007/978-981-15-0146-3","Book"
"Marketing and Smart Technologies","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-9268-0","Dr. José Luís ReisDr. Eduardo Parra LópezDr. Luiz MoutinhoDr. José Paulo Marques dos Santos","2022","http://link.springer.com/book/10.1007/978-981-16-9268-0","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-319-49094-6","Pekka AbrahamssonAndreas JedlitschkaAnh Nguyen DucMichael FeldererSousuke AmasakiTommi Mikkonen","2016","http://link.springer.com/book/10.1007/978-3-319-49094-6","Book"
"Mathematical Modeling and Simulation of Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-89902-8","Prof. Dr. Serhiy ShkarletProf. Anatoliy MorozovProf. Alexander PalaginProf. Dmitri VinnikovAssoc. Prof. Nikolai StoianovDr. Mark ZhelezniakProf. Volodymyr Kazymyr","2022","http://link.springer.com/book/10.1007/978-3-030-89902-8","Book"
"Software Engineering and Algorithms","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-77442-4","Dr. Radek Silhavy","2021","http://link.springer.com/book/10.1007/978-3-030-77442-4","Book"
"Beginning gRPC with ASP.NET Core 6","","","","","10.1007/978-1-4842-8008-9","Anthony Giretti","2022","http://link.springer.com/book/10.1007/978-1-4842-8008-9","Book"
"Future Access Enablers for Ubiquitous and Intelligent Infrastructures","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-15101-9","Dragan PerakovicLucia Knapcikova","2022","http://link.springer.com/book/10.1007/978-3-031-15101-9","Book"
"Cloud Native Architecture Principles","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_3","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_3","Chapter"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85914-5","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85914-5","Book"
"Design principles, architectural smells and refactorings for microservices: a multivocal review","SICS Software-Intensive Cyber-Physical Systems","","35","1 - 2","10.1007/s00450-019-00407-8","Davide NeriJacopo SoldaniOlaf ZimmermannAntonio Brogi","2020","http://link.springer.com/article/10.1007/s00450-019-00407-8","Article"
"Intelligent Technologies for Internet of Vehicles","Internet of Things","","","","10.1007/978-3-030-76493-7","Naercio MagaiaDr. George MastorakisProf. Dr. Constandinos MavromoustakisProf. Evangelos PallisEvangelos K. Markakis","2021","http://link.springer.com/book/10.1007/978-3-030-76493-7","Book"
"Designing Systems","The Full Stack Developer","","","","10.1007/978-1-4842-4152-3_4","Chris Northwood","2018","http://link.springer.com/chapter/10.1007/978-1-4842-4152-3_4","Chapter"
"Translating a Legacy Stack to Microservices Using a Modernization Facade with Performance Optimization for Container Deployments","On the Move to Meaningful Internet Systems: OTM 2019 Workshops","","","","10.1007/978-3-030-40907-4_14","Prabal MahantaSuchin Chouta","2020","http://link.springer.com/chapter/10.1007/978-3-030-40907-4_14","Chapter"
"Deliver Digital Experience","Banking 4.0","","","","10.1007/978-981-16-6069-6_5","Mohan Bhatia","2022","http://link.springer.com/chapter/10.1007/978-981-16-6069-6_5","Chapter"
"Intelligent Systems Design and Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-71187-0","Prof. Dr. Ajith AbrahamProf. Vincenzo PiuriDr. Niketa GandhiProf. Patrick SiarryProf. Dr. Dr. h. c. Arturas KaklauskasDr. Ana Madureira","2021","http://link.springer.com/book/10.1007/978-3-030-71187-0","Book"
"Advances in Production Management Systems. The Path to Digital Transformation and Innovation of Production Management Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-57993-7","Bojan LalicVidosav MajstorovicDr. Ugljesa MarjanovicGregor von CieminskiDavid Romero","2020","http://link.springer.com/book/10.1007/978-3-030-57993-7","Book"
"Information Technology as an Enabler of Digitisation","The Digital Transformation of the Automotive Industry","","","","10.1007/978-3-030-83826-3_8","Dr. Uwe Winkelhake","2022","http://link.springer.com/chapter/10.1007/978-3-030-83826-3_8","Chapter"
"The Definitive Guide to Security in Jakarta EE","","","","","10.1007/978-1-4842-7945-8","Arjan TijmsTeo BaisWerner Keil","2022","http://link.springer.com/book/10.1007/978-1-4842-7945-8","Book"
"Image Analysis and Processing. ICIAP 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-13321-3","Pier Luigi MazzeoEmanuele FrontoniProf. Stan SclaroffCosimo Distante","2022","http://link.springer.com/book/10.1007/978-3-031-13321-3","Book"
"Digital Technologies and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-73882-2","Prof. Saad MotahhirDr. Badre Bossoufi","2021","http://link.springer.com/book/10.1007/978-3-030-73882-2","Book"
"Ernst Denert Award for Software Engineering 2020","","","","","10.1007/978-3-030-83128-8","Prof. Dr. Michael FeldererProf. Dr. Wilhelm HasselbringHeiko KoziolekProf. Dr. Florian MatthesProf. Dr. Lutz PrecheltProf. Dr. Ralf ReussnerProf. Dr. Bernhard RumpeProf. Dr. Ina Schaefer","2022","http://link.springer.com/book/10.1007/978-3-030-83128-8","Book"
"Digital Transformation of the Consulting Industry","Progress in IS","","","","10.1007/978-3-319-70491-3","Prof. Dr. Volker Nissen","2018","http://link.springer.com/book/10.1007/978-3-319-70491-3","Book"
"Annals of Scientific Society for Assembly, Handling and Industrial Robotics 2021","","","","","10.1007/978-3-030-74032-0","Prof. Dr. Thorsten SchüppstuhlProf. Dr. Kirsten TrachtProf. Annika Raatz","2022","http://link.springer.com/book/10.1007/978-3-030-74032-0","Book"
"Integrated Computer Technologies in Mechanical Engineering - 2021","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-94259-5","Prof. Mykola NechyporukVladimir PavlikovDmitriy Kritskiy","2022","http://link.springer.com/book/10.1007/978-3-030-94259-5","Book"
"Distributed Computing and Optimization Techniques","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-2281-7","Sudhan MajhiRocío Pérez de PradoChandrappa Dasanapura Nanjundaiah","2022","http://link.springer.com/book/10.1007/978-981-19-2281-7","Book"
"Identifying Microservices Using Functional Decomposition","Dependable Software Engineering. Theories, Tools, and Applications","","","","10.1007/978-3-319-99933-3_4","Shmuel TyszberowiczRobert HeinrichBo LiuZhiming Liu","2018","http://link.springer.com/chapter/10.1007/978-3-319-99933-3_4","Chapter"
"Intelligent Computing Theories and Application","Lecture Notes in Computer Science","","","","10.1007/978-3-030-84522-3","De-Shuang HuangProf. Kang-Hyun JoJianqiang LiValeriya GribovaVitoantonio Bevilacqua","2021","http://link.springer.com/book/10.1007/978-3-030-84522-3","Book"
"Performance Evaluation and Benchmarking","Lecture Notes in Computer Science","","","","10.1007/978-3-030-94437-7","Raghunath NambiarMeikel Poess","2022","http://link.springer.com/book/10.1007/978-3-030-94437-7","Book"
"IT Convergence and Security","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-4118-3","Dr. Hyuncheol KimDr. Kuinam J. Kim","2021","http://link.springer.com/book/10.1007/978-981-16-4118-3","Book"
"Agile Services","Managing Software Crisis: A Smart Way to Enterprise Agility","","","","10.1007/978-3-319-77917-1_3","Sergey V. Zykov","2018","http://link.springer.com/chapter/10.1007/978-3-319-77917-1_3","Chapter"
